ds,yhat,yhat_lower,yhat_upper
2024-03-20,6526.003431444633,6266.462297636664,6795.230462538792
2024-03-21,6573.51750227632,6313.481316173451,6808.554158745906
2024-03-22,6521.295601631024,6252.367325084599,6796.494772578273
2024-03-23,6532.047682849095,6264.651018521382,6789.980732229884
2024-03-24,6529.267766322716,6269.992645400433,6795.621402425158
2024-03-25,6554.457102132927,6280.72882873632,6803.078537206452
2024-03-26,6512.7672948487425,6246.339279501163,6760.758385313109
2024-03-27,6473.040994660433,6199.292571055605,6738.260694356266
2024-03-28,6528.206361779185,6272.669052282298,6791.377441635551
2024-03-29,6481.943611953349,6235.84714163454,6722.712231718532
2024-03-30,6497.704728002232,6222.694851052851,6764.78954740697
2024-03-31,6500.148049360171,6245.623158772359,6756.069695665767
2024-04-01,6501.961987850965,6219.456629732746,6762.40797542487
2024-04-02,6462.5803610102785,6192.402355436274,6716.058990745712
2024-04-03,6431.842802276428,6144.942524070484,6695.344843668887
2024-04-04,6490.203674142719,6222.791693435015,6764.839871984085
2024-04-05,6451.839061332108,6186.429654176583,6701.060753784321
2024-04-06,6475.728127659773,6210.440420435574,6740.8393156158
2024-04-07,6483.831290768576,6235.550482864305,6748.268999744383
2024-04-08,6521.637131936065,6250.699617752125,6779.1163871422605
2024-04-09,6495.15152266636,6248.90020841194,6742.3179345871695
2024-04-10,6469.360400648861,6231.442926147888,6750.9401427958455
2024-04-11,6534.395972223428,6255.008904804477,6804.618210288867
2024-04-12,6495.647323815849,6237.349410235039,6754.9504316618295
2024-04-13,6518.111214065086,6248.082985466581,6763.35500638029
2024-04-14,6535.2952391040035,6290.422112807152,6791.41410626126
2024-04-15,6569.78637239271,6307.663976932335,6834.050698071321
2024-04-16,6539.238349760434,6263.32023560264,6802.922734519429
2024-04-17,6514.577058901208,6245.211648087166,6771.2835020195635
2024-04-18,6575.322913461957,6320.570428933903,6841.270925852371
2024-04-19,6536.478509790105,6277.185736329506,6783.220669014025
2024-04-20,6555.32517159335,6307.2641385768875,6814.553984037336
2024-04-21,6563.993139517653,6295.4643572136465,6809.621655960083
2024-04-22,6594.879210909566,6337.282041319949,6837.487017765099
2024-04-23,6555.825210721114,6304.514788895058,6809.721444957944
2024-04-24,6520.730656805303,6256.937452292098,6778.093917062732
2024-04-25,6575.86799337252,6300.0387671685485,6846.215647269467
2024-04-26,6529.23482060603,6261.570989784216,6792.647577743506
2024-04-27,6542.644759147008,6294.874253319222,6814.0645644246215
2024-04-28,6543.07270429162,6281.624889896177,6804.788043450503
2024-04-29,6566.481852124287,6289.606381917084,6844.275477202403
2024-04-30,6521.409605843098,6272.9975530242555,6786.319213482198
2024-05-01,6467.889433830638,6189.745102180823,6691.216391143464
2024-05-02,6517.616237054066,6260.941614085015,6777.939919547933
2024-05-03,6463.581181279499,6196.255788114695,6732.121383524879
2024-05-04,6482.101672658044,6207.35129677408,6731.272691790508
2024-05-05,6480.119061758286,6211.744854716343,6740.905846913023
2024-05-06,6506.230250444517,6222.470587740449,6775.658999306146
2024-05-07,6461.091128264943,6202.603601433946,6725.441651153177
2024-05-08,6427.099697765406,6186.77406608393,6695.708058754401
2024-05-09,6477.531793832183,6215.972611585153,6736.561905623273
2024-05-10,6429.120093721658,6155.810800298569,6675.912267057188
2024-05-11,6450.7356400098015,6186.393335248093,6716.704668273815
2024-05-12,6457.148449859141,6188.8136654617565,6717.214399429526
2024-05-13,6480.125768498114,6235.874903544428,6733.607351010238
2024-05-14,6446.025310470267,6203.987979928717,6708.696071449516
2024-05-15,6415.579851105663,6158.005606415897,6671.475293209985
2024-05-16,6478.721298025884,6206.109327684928,6737.841716154968
2024-05-17,6439.222003715133,6194.681062818852,6709.64143486232
2024-05-18,6461.401721076612,6184.44747508179,6738.98888720487
2024-05-19,6477.735547127692,6206.59912367915,6741.225661924546
2024-05-20,6506.878675481653,6243.263854143637,6748.480664335726
2024-05-21,6477.425640975578,6212.511068095422,6750.641018492993
2024-05-22,6457.872418277638,6194.7362573341,6731.48461335104
2024-05-23,6522.554417739494,6268.4674956551235,6773.733786372709
2024-05-24,6486.069020991576,6230.424937741113,6747.167993332237
2024-05-25,6513.82924174838,6249.6759638511285,6782.598156101447
2024-05-26,6535.536005996286,6260.005716373714,6815.449529027314
2024-05-27,6566.292061870241,6310.53146902171,6834.964090505358
2024-05-28,6540.717463160546,6284.131945604494,6802.6465041470165
2024-05-29,6515.611804183071,6216.258740584441,6782.060610630884
2024-05-30,6583.206324921957,6317.705788629544,6847.281434065014
2024-05-31,6544.60434156671,6295.780607608095,6800.618622653487
2024-06-01,6743.717442310002,6506.878120242584,6987.817596184164
2024-06-02,6754.224479076746,6490.37860155804,7015.511979183762
2024-06-03,6794.073905046311,6523.173660166033,7063.979397139646
2024-06-04,6758.49799710664,6485.359544729766,7031.033181339049
2024-06-05,6742.671554497342,6478.481451290281,7009.498463913458
2024-06-06,6797.702890709634,6537.112031034965,7060.26987137447
2024-06-07,6747.202257485272,6489.458432627274,7007.640936189148
2024-06-08,6771.402089440224,6514.021855444385,7036.246921381886
2024-06-09,6781.948107680551,6498.929627890597,7056.671620170144
2024-06-10,6825.934381159372,6564.079532625418,7102.291915684093
2024-06-11,6776.662314828473,6502.402214962504,7058.944591561218
2024-06-12,6750.457025096357,6470.815043161187,7027.293827090866
2024-06-13,6803.594994366769,6533.441271610308,7059.656440902987
2024-06-14,6760.790992472795,6493.696782520718,7028.152258383422
2024-06-15,6781.465744273903,6511.529031708001,7053.515415005871
2024-06-16,6782.041377308391,6527.242629620677,7034.500163147568
2024-06-17,6818.0718894322035,6567.294436515859,7078.341411769972
2024-06-18,6766.216555248294,6479.739740723422,7031.230798405125
2024-06-19,6742.715523774837,6474.743283648016,7003.452990069508
2024-06-20,6795.441443068996,6522.000428252397,7068.779280427913
2024-06-21,6750.143959589026,6490.6338980074,7001.713293884917
2024-06-22,6762.700387527658,6506.725296085055,7010.291131112522
2024-06-23,6765.559150519707,6483.923879278597,7021.457932185433
2024-06-24,6784.624540348581,6517.096045902294,7021.901265761126
2024-06-25,6740.766117916417,6498.34207924669,7007.562393861625
2024-06-26,6702.36015159873,6443.815916760946,6970.593447556407
2024-06-27,6763.712805216994,6505.293329768884,7026.645726230129
2024-06-28,6709.64119365621,6460.071846588475,6980.795092117518
2024-06-29,6723.161717906073,6452.408876494587,6986.470539326645
2024-06-30,6720.409075262778,6460.584294456658,6983.376026949975
2024-07-01,6759.899930888688,6486.543295410657,7009.9420056418
2024-07-02,6718.773927471252,6455.925986330651,6978.547652622617
2024-07-03,6678.539914223839,6413.96743993003,6951.984385470686
2024-07-04,6731.95746889122,6477.614113484368,7011.539841402089
2024-07-05,6679.284375486037,6418.7955160081365,6945.741169999952
2024-07-06,6707.914566001403,6434.3778908515205,6969.021365010206
2024-07-07,6702.267978462496,6457.156348539735,6967.309843394091
2024-07-08,6721.143386089915,6464.604697894357,6991.697898585067
2024-07-09,6690.189740177374,6439.970163494541,6955.470165934395
2024-07-10,6655.161837835336,6404.1518242125885,6926.999357114619
2024-07-11,6712.075373450858,6444.2962351003225,6982.900492156353
2024-07-12,6664.269445564935,6384.389538746968,6947.052893362964
2024-07-13,6693.038387746741,6435.339883702388,6941.029015087713
2024-07-14,6697.827563222519,6447.296561562131,6966.432045685658
2024-07-15,6724.402440061289,6475.506868118752,6980.415995798235
2024-07-16,6692.534986709012,6408.149397193086,6951.179606065459
2024-07-17,6659.471128254433,6401.929475790931,6910.8173988600975
2024-07-18,6726.158923786324,6459.445627180794,6988.9125427742265
2024-07-19,6684.148029614802,6439.45048714184,6956.074777729999
2024-07-20,6706.218076135802,6466.726281177275,6963.8442575592335
2024-07-21,6717.368121393354,6468.978932214245,6975.066176891191
2024-07-22,6750.259183655405,6499.76059066706,7017.501975043959
2024-07-23,6717.767382938946,6441.261910892612,6991.317689919304
2024-07-24,6696.89491613408,6425.133457961476,6957.431728071101
2024-07-25,6762.985960382089,6508.660480875978,7035.661573471152
2024-07-26,6720.912188281639,6460.9058537222045,6986.3984828416205
2024-07-27,6751.791986060912,6478.010664667769,6986.546486196891
2024-07-28,6764.366990634032,6492.119241973819,7034.876504394056
2024-07-29,6798.295832453337,6543.936488992755,7067.912604966852
2024-07-30,6768.969641269066,6512.475564756347,7025.531493821425
2024-07-31,6740.894872502138,6473.879535909829,6976.49669407018
2024-08-01,6811.261454867421,6541.061059153237,7064.740976255094
2024-08-02,6769.100209645992,6494.994247663551,7036.090508648833
2024-08-03,6788.2633237882665,6505.171270065087,7039.220500261152
2024-08-04,6801.173571567141,6531.784806829877,7049.001441503264
2024-08-05,6835.122967957088,6552.372230419361,7101.506512167125
2024-08-06,6800.272185211513,6549.079508012774,7058.768636553254
2024-08-07,6767.055714747994,6517.508282464224,7033.0346193078685
2024-08-08,6827.416022070755,6563.348133740458,7076.37012890956
2024-08-09,6776.472313038062,6520.234202720073,7036.673272278405
2024-08-10,6794.733225475071,6524.16450204016,7053.8369224853905
2024-08-11,6805.695206045474,6546.498965910074,7074.93130369423
2024-08-12,6831.366220278405,6560.748557590518,7101.966875669177
2024-08-13,6788.056980876301,6508.123035223557,7046.177047691848
2024-08-14,6747.67660902496,6481.592340727639,6994.9491061960225
2024-08-15,6800.480294733113,6567.441872935739,7066.243903452232
2024-08-16,6751.693235761945,6494.31297314044,7003.396090031003
2024-08-17,6776.7901519963,6516.818125020962,7051.725193784662
2024-08-18,6774.193492416155,6500.104353785365,7040.260382941135
2024-08-19,6801.476748743112,6533.990980284475,7070.957581204162
2024-08-20,6759.192163357963,6472.421893899795,7029.748052556165
2024-08-21,6720.394748041642,6448.030085181389,6991.236473637481
2024-08-22,6776.603635554673,6509.153192252825,7027.55637042323
2024-08-23,6727.184665455345,6458.426271970824,6986.052630358683
2024-08-24,6752.749781868352,6464.920359102345,7006.438542753557
2024-08-25,6753.2003794584825,6496.4138399205385,7029.431135118078
2024-08-26,6773.324690443293,6522.577843054503,7033.358005871892
2024-08-27,6731.782449335153,6478.834800305013,6995.980887215047
2024-08-28,6704.175175137521,6446.336897774841,6969.664572007834
2024-08-29,6754.727552158149,6497.61605821283,7018.729090859852
2024-08-30,6706.145818758557,6445.380494623553,6967.6113779619445
2024-08-31,6723.029033965666,6447.081079888437,6973.258770698101
2024-09-01,6744.693488443177,6482.857443192137,7007.726258616222
2024-09-02,6764.805100949958,6490.640618791981,7018.499032617291
2024-09-03,6724.528773851889,6460.074019115065,6999.65861308582
2024-09-04,6686.823710870932,6426.234661533186,6966.7403145856715
2024-09-05,6746.23811146158,6498.040236998554,7009.373289425709
2024-09-06,6705.370583280979,6442.710520141112,6949.219105501885
2024-09-07,6732.55691659883,6472.537488977139,6995.654950670246
2024-09-08,6725.120495774335,6474.927717353704,6981.724184801621
2024-09-09,6759.545102137446,6502.435327427069,6996.973070841407
2024-09-10,6714.952174034533,6447.383748096754,6996.464959631133
2024-09-11,6684.152256695241,6421.53413450962,6955.069130112299
2024-09-12,6744.477716519675,6489.161167754892,6995.098903699822
2024-09-13,6689.346944940761,6432.042147377599,6969.212813893113
2024-09-14,6711.1807760083975,6444.162147644906,6985.9451659197275
2024-09-15,6728.830332944298,6450.502659914623,6978.765256526818
2024-09-16,6749.579819232122,6471.983250792893,7016.7593724739045
2024-09-17,6711.172456281473,6457.74832941459,6992.350146730434
2024-09-18,6684.845857609299,6400.665541158623,6954.308220983958
2024-09-19,6735.021437400545,6485.237134584544,7011.935119906314
2024-09-20,6693.647381119333,6434.620444614348,6947.574708382332
2024-09-21,6710.86881191598,6444.975724151653,6968.711525846136
2024-09-22,6716.652442612195,6438.981690165187,6974.897277211238
2024-09-23,6746.8185944652305,6480.609297760597,7020.039739668695
2024-09-24,6713.41611571894,6465.83138462379,6984.447575413175
2024-09-25,6682.093727902991,6426.537608140585,6932.26819684332
2024-09-26,6735.913364786117,6464.179206683605,7012.96419487321
2024-09-27,6696.073959348357,6446.210018138994,6941.046946272363
2024-09-28,6718.014435785865,6457.660494235409,6982.102130716837
2024-09-29,6719.689847840973,6425.774860320514,6974.183996820797
2024-09-30,6750.946320362518,6489.199334292979,7023.423374804903
2024-10-01,6596.019040697654,6333.839878379239,6861.655367942637
2024-10-02,6564.8823358766285,6324.1403303747275,6836.409263310943
2024-10-03,6624.550570762693,6376.2092818584915,6878.4726271654245
2024-10-04,6578.366086278164,6310.936567405222,6853.131966684111
2024-10-05,6594.525221949178,6328.552415060382,6866.215091072899
2024-10-06,6603.355737107933,6335.690358738796,6874.8097761395375
2024-10-07,6633.584312870448,6361.094177603435,6876.062491121289
2024-10-08,6588.7293274605345,6340.70749967581,6848.533896516402
2024-10-09,6556.295628112944,6291.699169273654,6829.257456770277
2024-10-10,6608.526815587,6344.169931928782,6875.6485452482175
2024-10-11,6562.807768432165,6295.140112105699,6840.762562112303
2024-10-12,6581.035923437142,6334.2565152645875,6830.358280777455
2024-10-13,6583.304417276276,6336.108474142971,6841.746978314116
2024-10-14,6604.900442643196,6346.41528886729,6850.844516660704
2024-10-15,6561.37314559682,6273.6780752335,6797.717948059176
2024-10-16,6529.53342831655,6257.666515490745,6777.673305554583
2024-10-17,6582.838199844822,6323.8010923884485,6859.728345500166
2024-10-18,6525.133160596211,6250.868706409237,6792.821105449137
2024-10-19,6540.487926254787,6285.518780448269,6788.955664917558
2024-10-20,6541.087621872317,6278.106738355003,6821.573239848574
2024-10-21,6563.28531292324,6311.204376371876,6836.019253646061
2024-10-22,6519.596669399727,6244.515271350088,6776.080883496928
2024-10-23,6486.861973786262,6228.467077464015,6741.716019743077
2024-10-24,6536.53383625849,6285.504396170119,6790.216037856758
2024-10-25,6486.722215380446,6210.667653066492,6759.202545084651
2024-10-26,6503.345731289981,6239.116359361214,6770.712936440555
2024-10-27,6507.626372128001,6246.301755502215,6760.657948511903
2024-10-28,6536.132200792336,6272.220486760778,6803.6135426993
2024-10-29,6501.360818367099,6230.190218940211,6780.39608711666
2024-10-30,6473.206262380832,6218.712883815982,6733.112654185533
2024-10-31,6527.108006937581,6266.913595815477,6784.555078228753
2024-11-01,6531.699912849208,6275.523687076421,6799.265270476461
2024-11-02,6556.303432071555,6291.686430067252,6816.665268178039
2024-11-03,6569.692421259762,6316.925684405885,6822.568490042158
2024-11-04,6604.756614791214,6342.524036662231,6868.535939283198
2024-11-05,6572.221900786199,6296.684130468127,6842.168223461839
2024-11-06,6555.079966669906,6285.237922689432,6826.458482860509
2024-11-07,6618.573475330495,6365.448618797135,6880.9638387125415
2024-11-08,6585.74819476988,6300.8645958079305,6851.605796916673
2024-11-09,6618.024609023362,6358.445291670459,6892.690091646568
2024-11-10,6636.777237711458,6364.985356532768,6873.750640855618
2024-11-11,6674.538262644725,6406.107501370947,6941.97819286538
2024-11-12,6653.361237765253,6404.498756332227,6926.429244846398
2024-11-13,6630.168957566996,6355.942054961997,6882.639678006327
2024-11-14,6700.875797762859,6440.671680565681,6956.978522005087
2024-11-15,6663.216523359936,6421.451255309141,6923.040087271449
2024-11-16,6696.918610551604,6419.394362355822,6951.253831677796
2024-11-17,6709.098933192816,6441.431820638649,6963.656707891698
2024-11-18,6749.902279859998,6477.226264509208,7028.516956773371
2024-11-19,6717.338952966422,6449.896960928945,6979.875367289994
2024-11-20,6690.055082124301,6444.482944010896,6953.731518715748
2024-11-21,6757.152557499156,6496.455061465264,7022.774408725235
2024-11-22,6711.921472510268,6442.566395225422,6983.381356370995
2024-11-23,6733.882387681582,6491.186024838912,7006.618405649486
2024-11-24,6744.747294302102,6475.386635251089,7016.927007745474
2024-11-25,6769.0702763461795,6491.128286025301,7032.623027889228
2024-11-26,6734.350387436343,6466.829242867618,6994.610457796812
2024-11-27,6699.324226865153,6444.374620128238,6979.08096952664
2024-11-28,6756.199319054598,6493.8575324278445,7038.721929735888
2024-11-29,6702.674378917411,6433.627207743059,6955.244322029931
2024-11-30,6715.696799309957,6435.661030276552,6972.301808979836
2024-12-01,6717.011818002303,6458.757805459765,6972.365539736773
2024-12-02,6738.824629678037,6453.23387319685,6993.772709860224
2024-12-03,6693.135406480606,6429.701966760154,6932.015234870325
2024-12-04,6656.811603533914,6402.717363468655,6923.374597374269
2024-12-05,6704.685100333309,6427.43570862296,6973.777803744398
2024-12-06,6656.148705531071,6409.266748862581,6924.80632780902
2024-12-07,6667.118429405099,6400.492777029255,6940.912539727365
2024-12-08,6666.594382152935,6416.348598456478,6927.458221482959
2024-12-09,6695.678295217409,6417.119882191919,6949.509714070864
2024-12-10,6646.259694926401,6385.17704813843,6918.878432953408
2024-12-11,6607.3319556319175,6332.628805085506,6870.9777506227965
2024-12-12,6659.931123032109,6389.02656227795,6910.060759379703
2024-12-13,6611.661068876051,6344.07702014722,6868.6533883072925
2024-12-14,6626.936286292107,6383.05020603433,6886.633322771816
2024-12-15,6630.2790742881125,6364.9328670679,6904.808203918886
2024-12-16,6663.140426474325,6386.052529628638,6919.636791736287
2024-12-17,6618.270549270518,6329.930234418975,6883.129646093001
2024-12-18,6586.454103485465,6337.091801209455,6844.962411551591
2024-12-19,6640.733738541325,6370.047395316967,6902.364454720212
2024-12-20,6591.668262752825,6328.648765575308,6848.757539987757
2024-12-21,6614.32581443519,6350.02639589143,6889.945868839318
2024-12-22,6617.86686280181,6347.50063899214,6888.762354063991
2024-12-23,6646.797340636842,6385.6734689394225,6905.898072456643
2024-12-24,6607.60013605019,6345.527957029778,6884.639587363214
2024-12-25,6576.6479971876415,6289.864509142047,6837.597475581125
2024-12-26,6633.863164311475,6393.5250169519395,6908.393601501906
2024-12-27,6586.475814317503,6316.998336712056,6872.92548874666
2024-12-28,6603.078559648286,6336.806412957156,6855.083624719717
2024-12-29,6605.497791459036,6349.991531516507,6864.152718950102
2024-12-30,6637.143476083462,6361.605278583711,6900.703047302004
2024-12-31,6599.8264360876265,6317.785499274792,6869.441308003879
